iter	Passed	Remaining
233	14228	107379
234	14292	107344
235	14349	107258
236	14409	107192
237	14473	107150
238	14548	107199
239	14603	107092
240	14668	107061
241	14731	107019
242	14791	106947
243	14854	106903
244	14916	106853
245	14971	106749
246	15030	106677
247	15087	106582
248	15135	106436
249	15187	106313
250	15246	106237
251	15318	106254
252	15378	106189
253	15437	106120
254	15503	106092
255	15571	106080
256	15637	106053
257	15701	106017
258	15754	105900
259	15820	105876
260	15900	105942
261	15974	105966
262	16041	105944
263	16102	105886
264	16157	105787
265	16226	105778
266	16280	105672
267	16345	105637
268	16398	105522
269	16467	105512
270	16527	105446
271	16591	105405
272	16639	105260
273	16702	105214
274	16759	105125
275	16824	105089
276	16878	104985
277	16937	104916
278	16998	104856
279	17064	104825
280	17123	104749
281	17184	104693
282	17247	104643
283	17301	104542
284	17362	104479
285	17422	104412
286	17471	104282
287	17538	104255
288	17597	104186
289	17652	104090
290	17703	103970
291	17760	103888
292	17815	103792
293	17877	103736
294	17934	103654
295	18001	103632
296	18059	103556
297	18122	103503
298	18179	103423
299	18246	103395
300	18313	103369
301	18372	103297
302	18436	103256
303	18483	103119
304	18535	103008
305	18589	102910
306	18636	102774
307	18697	102712
308	18757	102648
309	18811	102550
310	18873	102498
311	18935	102446
312	18983	102318
313	19039	102230
314	19094	102138
315	19157	102089
316	19213	102005
317	19269	101924
318	19326	101844
319	19383	101764
320	19443	101701
321	19498	101611
322	19555	101530
323	19616	101473
324	19673	101393
325	19739	101359
326	19784	101219
327	19847	101172
328	19902	101085
329	19964	101030
330	20024	100967
331	20093	100949
332	20157	100907
333	20219	100857
334	20287	100833
335	20360	100832
336	20413	100732
337	20484	100726
338	20559	100736
339	20646	100805
340	20702	100720
341	20763	100659
342	20828	100619
343	20876	100500
344	20943	100469
345	21002	100397
346	21067	100357
347	21123	100276
348	21185	100219
349	21251	100183
350	21309	100113
351	21380	100098
352	21440	100033
353	21497	99958
354	21555	99882
355	21623	99855
356	21683	99791
357	21747	99746
358	21796	99632
359	21846	99521
360	21905	99456
361	21974	99429
362	22028	99341
363	22093	99298
364	22152	99229
365	22213	99173
366	22281	99142
367	22341	99080
368	22408	99046
369	22462	98958
370	22538	98962
371	22605	98930
372	22671	98891
373	22731	98826
374	22798	98792
375	22860	98737
376	22922	98681
377	22999	98690
378	23056	98614
379	23122	98573
380	23180	98501
381	23240	98439
382	23302	98383
383	23367	98340
384	23431	98288
385	23485	98200
386	23553	98170
387	23619	98132
388	23687	98097
389	23747	98034
390	23812	97988
391	23877	97948
392	23934	97870
393	23997	97815
394	24053	97738
395	24117	97689
396	24177	97621
397	24247	97600
398	24308	97539
399	24365	97462
400	24421	97381
401	24475	97293
402	24548	97280
403	24617	97251
404	24682	97205
405	24753	97186
406	24812	97114
407	24877	97072
408	24943	97029
409	24994	96931
410	25059	96884
411	25125	96842
412	25191	96801
413	25250	96732
414	25315	96688
415	25371	96608
416	25425	96520
417	25483	96447
418	25545	96389
419	25609	96339
420	25668	96272
421	25730	96216
422	25789	96147
423	25856	96106
424	25916	96042
425	25972	95963
426	26034	95907
427	26105	95881
428	26172	95842
429	26234	95785
430	26296	95730
431	26359	95673
432	26417	95602
433	26484	95564
434	26551	95525
435	26615	95473
436	26677	95417
437	26743	95374
438	26796	95283
439	26852	95203
440	26904	95111
441	26964	95046
442	27021	94970
443	27087	94929
444	27143	94848
445	27217	94835
446	27273	94755
447	27341	94719
448	27396	94636
449	27457	94577
450	27510	94488
451	27573	94433
452	27635	94377
453	27688	94286
454	27749	94224
455	27815	94180
456	27868	94092
457	27925	94020
458	27986	93958
459	28048	93902
460	28104	93822
461	28151	93716
462	28216	93667
463	28275	93602
464	28335	93537
465	28397	93481
466	28454	93405
467	28522	93367
468	28592	93338
469	28660	93297
470	28714	93216
471	28773	93149
472	28830	93075
473	28888	93003
474	28959	92974
475	29018	92909
476	29083	92859
477	29148	92812
478	29203	92731
479	29272	92696
480	29332	92632
481	29386	92549
482	29451	92501
483	29522	92470
484	29584	92414
485	29640	92337
486	29686	92228
487	29744	92157
488	29805	92098
489	29866	92037
490	29930	91985
491	29978	91885
492	30044	91839
493	30116	91811
494	30178	91753
495	30249	91724
496	30312	91669
497	30374	91611
498	30443	91574
499	30507	91523
500	30575	91481
501	30628	91398
502	30681	91312
503	30743	91253
504	30801	91184
505	30850	91087
506	30915	91039
507	30977	90981
508	31042	90930
509	31094	90844
510	31147	90760
511	31215	90718
512	31279	90667
513	31337	90599
514	31405	90557
515	31475	90522
516	31541	90475
517	31604	90421
518	31678	90397
519	31753	90375
520	31819	90327
521	31873	90245
522	31930	90173
523	31985	90096
524	32051	90048
525	32126	90026
526	32202	90008
527	32269	89962
528	32334	89914
529	32400	89864
530	32464	89811
531	32528	89757
532	32587	89692
533	32651	89639
534	32713	89578
535	32769	89506
536	32828	89436
537	32891	89381
538	32950	89313
539	33011	89253
540	33065	89172
541	33104	89052
542	33163	88985
543	33222	88918
544	33279	88845
545	33341	88788
546	33418	88769
547	33490	88738
548	33556	88689
549	33629	88660
550	33700	88625
551	33766	88575
552	33826	88510
553	33879	88429
554	33944	88376
555	33999	88299
556	34055	88225
557	34129	88198
558	34184	88122
559	34241	88050
560	34303	87991
561	34360	87918
562	34425	87867
563	34495	87828
564	34564	87786
565	34624	87723
566	34687	87666
567	34750	87609
568	34811	87550
569	34865	87470
570	34938	87437
571	35004	87389
572	35063	87321
573	35123	87257
574	35197	87228
575	35257	87164
576	35318	87102
577	35377	87035
578	35437	86971
579	35499	86913
580	35562	86856
581	35636	86825
582	35705	86783
583	35771	86734
584	35832	86672
585	35896	86617
586	35959	86561
587	36027	86514
588	36099	86479
589	36161	86419
590	36226	86366
591	36289	86310
592	36349	86246
593	36417	86200
594	36471	86122
595	36522	86036
596	36598	86010
597	36666	85963
598	36744	85941
599	36817	85907
600	36884	85859
601	36941	85787
602	37015	85755
603	37081	85705
604	37153	85668
605	37215	85608
606	37279	85551
607	37354	85522
608	37409	85445
609	37475	85394
610	37541	85343
611	37607	85291
612	37658	85206
613	37731	85171
614	37794	85115
615	37849	85039
616	37915	84987
617	37984	84941
618	38047	84884
619	38110	84825
620	38174	84769
621	38236	84709
622	38298	84649
623	38357	84583
624	38422	84530
625	38483	84467
626	38556	84431
627	38613	84359
628	38668	84282
629	38734	84232
630	38802	84185
631	38883	84164
632	38945	84105
633	39005	84040
634	39071	83989
635	39128	83916
636	39198	83874
637	39278	83850
638	39339	83789
639	39396	83716
640	39450	83640
641	39513	83581
642	39580	83531
643	39632	83448
644	39695	83390
645	39753	83321
646	39823	83279
647	39896	83241
648	39972	83208
649	40043	83166
650	40091	83078
651	40153	83017
652	40208	82942
653	40274	82889
654	40342	82839
655	40418	82808
656	40483	82753
657	40535	82672
658	40603	82624
659	40666	82565
660	40738	82525
661	40821	82506
662	40897	82473
663	40959	82412
664	41018	82345
665	41080	82284
666	41138	82216
667	41200	82154
668	41261	82090
669	41323	82030
670	41374	81947
671	41431	81876
672	41494	81817
673	41549	81742
674	41607	81673
675	41661	81596
676	41718	81525
677	41789	81482
678	41856	81432
679	41922	81379
680	41985	81320
681	42052	81268
682	42114	81208
683	42174	81142
684	42238	81085
685	42324	81070
686	42387	81012
687	42447	80945
688	42514	80894
689	42577	80834
690	42641	80779
691	42704	80719
692	42767	80659
693	42823	80588
694	42873	80504
695	42931	80435
696	42987	80362
697	43052	80307
698	43114	80246
699	43175	80183
700	43228	80105
701	43278	80021
702	43345	79971
703	43413	79920
704	43495	79895
705	43555	79831
706	43614	79764
707	43676	79704
708	43731	79629
709	43785	79554
710	43846	79490
711	43929	79468
712	43989	79402
713	44048	79335
714	44104	79264
715	44161	79193
716	44222	79131
717	44284	79070
718	44353	79022
719	44417	78964
720	44498	78937
721	44547	78853
722	44602	78778
723	44678	78742
724	44737	78676
725	44825	78659
726	44887	78598
727	44944	78529
728	45011	78476
729	45070	78409
730	45130	78344
731	45190	78280
732	45252	78219
733	45320	78168
734	45391	78122
735	45470	78090
736	45531	78026
737	45585	77952
738	45638	77874
739	45700	77813
740	45762	77752
741	45808	77664
742	45883	77625
743	45934	77545
744	46007	77503
745	46070	77442
746	46136	77388
747	46199	77328
748	46254	77255
749	46321	77203
750	46383	77140
751	46451	77089
752	46526	77049
753	46588	76988
754	46654	76933
755	46714	76868
756	46781	76815
757	46852	76768
758	46920	76716
759	46983	76657
760	47048	76600
761	47108	76535
762	47166	76467
763	47237	76421
764	47293	76349
765	47349	76277
766	47411	76217
767	47476	76160
768	47538	76098
769	47595	76029
770	47663	75977
771	47729	75922
772	47790	75859
773	47852	75797
774	47906	75723
775	47964	75655
776	48021	75585
777	48094	75541
778	48162	75488
779	48226	75431
780	48291	75373
781	48361	75325
782	48416	75252
783	48470	75179
784	48525	75105
785	48592	75052
786	48652	74988
787	48712	74923
788	48783	74876
789	48851	74822
790	48915	74764
791	48979	74706
792	49036	74637
793	49101	74579
794	49159	74511
795	49215	74441
796	49273	74374
797	49329	74303
798	49389	74239
799	49452	74178
800	49511	74112
801	49572	74050
802	49628	73978
803	49683	73907
804	49747	73848
805	49810	73788
806	49868	73721
807	49924	73650
808	49986	73589
809	50049	73530
810	50109	73465
811	50191	73432
812	50253	73370
813	50323	73321
814	50382	73255
815	50450	73202
816	50513	73142
817	50566	73067
818	50645	73030
819	50712	72976
820	50768	72905
821	50828	72841
822	50899	72793
823	50964	72735
824	51027	72675
825	51092	72618
826	51168	72576
827	51251	72543
828	51317	72488
829	51390	72441
830	51452	72380
831	51521	72327
832	51603	72294
833	51679	72252
834	51734	72180
835	51800	72124
836	51885	72093
837	51947	72032
838	52009	71969
839	52073	71911
840	52131	71843
841	52204	71796
842	52261	71727
843	52333	71678
844	52397	71620
845	52447	71541
846	52506	71475
847	52570	71417
848	52632	71355
849	52700	71301
850	52762	71239
851	52815	71165
852	52897	71129
853	52963	71072
854	53023	71007
855	53077	70935
856	53133	70865
857	53200	70809
858	53261	70746
859	53337	70703
860	53407	70652
861	53467	70587
862	53528	70523
863	53580	70448
864	53636	70378
865	53697	70315
866	53753	70244
867	53812	70179
868	53885	70131
869	53956	70081
870	54030	70034
871	54079	69956
872	54143	69896
873	54203	69831
874	54265	69770
875	54323	69702
876	54395	69653
877	54453	69586
878	54517	69527
879	54583	69469
880	54635	69395
881	54701	69337
882	54759	69270
883	54824	69212
884	54895	69161
885	54954	69096
886	55012	69029
887	55057	68945
888	55107	68868
889	55170	68808
890	55225	68736
891	55280	68666
892	55336	68597
893	55391	68527
894	55455	68467
895	55510	68396
896	55566	68327
897	55629	68266
898	55688	68200
899	55753	68143
900	55819	68085
901	55878	68020
902	55943	67962
903	55999	67893
904	56048	67815
905	56109	67752
906	56180	67701
907	56236	67632
908	56326	67604
909	56396	67552
910	56502	67542
911	56585	67505
912	56650	67446
913	56702	67373
914	56764	67311
915	56819	67240
916	56882	67179
917	56949	67122
918	57008	67058
919	57068	66993
920	57132	66933
921	57207	66886
922	57272	66828
923	57349	66783
924	57436	66751
925	57510	66701
926	57573	66641
927	57644	66589
928	57701	66521
929	57767	66463
930	57824	66396
931	57876	66321
932	57941	66263
933	58006	66204
934	58065	66138
935	58136	66087
936	58194	66020
937	58256	65958
938	58313	65890
939	58377	65830
940	58431	65758
941	58503	65707
942	58570	65650
943	58632	65588
944	58693	65525
945	58752	65460
946	58811	65394
947	58868	65326
948	58924	65257
949	59001	65212
950	59075	65162
951	59133	65096
952	59195	65034
953	59243	64956
954	59307	64896
955	59370	64835
956	59435	64776
957	59502	64719
958	59568	64661
959	59627	64596
960	59684	64528
961	59745	64465
962	59803	64399
963	59866	64338
964	59927	64274
965	59984	64206
966	60038	64136
967	60104	64078
968	60166	64015
969	60224	63949
970	60291	63892
971	60355	63832
972	60415	63768
973	60489	63718
974	60552	63657
975	60611	63592
976	60677	63534
977	60751	63484
978	60811	63420
979	60871	63355
980	60932	63292
981	61004	63241
982	61059	63170
983	61126	63114
984	61186	63050
985	61247	62986
986	61315	62931
987	61375	62866
988	61434	62801
989	61489	62732
990	61556	62674
991	61614	62608
992	61669	62539
993	61725	62471
994	61787	62407
995	61835	62332
996	61891	62263
997	61963	62211
998	62019	62143
999	62083	62083
1000	62142	62018
1001	62207	61959
1002	62270	61898
1003	62335	61838
1004	62402	61781
1005	62463	61718
1006	62531	61662
1007	62589	61595
1008	62651	61533
1009	62705	61464
1010	62768	61403
1011	62830	61340
1012	62893	61279
1013	62952	61214
1014	63010	61148
1015	63068	61082
1016	63128	61017
1017	63186	60952
1018	63249	60891
1019	63314	60831
1020	63369	60762
1021	63424	60694
1022	63464	60610
1023	63523	60545
1024	63581	60480
1025	63630	60405
1026	63696	60347
1027	63761	60287
1028	63830	60232
1029	63894	60172
1030	63958	60112
1031	64023	60053
1032	64079	59985
1033	64158	59939
1034	64220	59877
1035	64270	59803
1036	64327	59736
1037	64386	59672
1038	64441	59603
1039	64496	59535
1040	64553	59468
1041	64623	59414
1042	64675	59342
1043	64735	59279
1044	64788	59208
1045	64840	59137
1046	64904	59077
1047	64963	59012
1048	65017	58943
1049	65072	58875
1050	65136	58815
1051	65191	58747
1052	65245	58677
1053	65301	58610
1054	65368	58552
1055	65434	58494
1056	65507	58442
1057	65564	58375
1058	65624	58311
1059	65683	58247
1060	65751	58190
1061	65816	58132
1062	65876	58067
1063	65934	58002
1064	65991	57936
1065	66050	57871
1066	66107	57805
1067	66159	57734
1068	66219	57670
1069	66283	57611
1070	66356	57558
1071	66422	57499
1072	66482	57436
1073	66541	57372
1074	66596	57303
1075	66662	57245
1076	66727	57185
1077	66783	57118
1078	66838	57051
1079	66899	56988
1080	66957	56923
1081	67017	56859
1082	67069	56789
1083	67137	56732
1084	67206	56676
1085	67267	56613
1086	67319	56543
1087	67374	56475
1088	67435	56413
1089	67493	56347
1090	67554	56284
1091	67616	56223
1092	67679	56161
1093	67742	56101
1094	67808	56042
1095	67869	55979
1096	67924	55912
1097	67981	55846
1098	68032	55775
1099	68100	55718
1100	68158	55653
1101	68210	55583
1102	68270	55520
1103	68325	55452
1104	68410	55409
1105	68467	55343
1106	68529	55281
1107	68593	55221
1108	68654	55158
1109	68715	55096
1110	68773	55031
1111	68838	54971
1112	68894	54905
1113	68953	54841
1114	69009	54774
1115	69064	54707
1116	69120	54640
1117	69177	54574
1118	69246	54518
1119	69321	54466
1120	69378	54401
1121	69438	54337
1122	69501	54276
1123	69552	54206
1124	69613	54143
1125	69676	54083
1126	69743	54025
1127	69810	53966
1128	69883	53913
1129	69952	53857
1130	70012	53793
1131	70073	53731
1132	70133	53667
1133	70198	53608
1134	70262	53547
1135	70322	53484
1136	70381	53420
1137	70444	53359
1138	70512	53302
1139	70561	53230
1140	70618	53165
1141	70679	53102
1142	70744	53042
1143	70800	52976
1144	70869	52920
1145	70933	52859
1146	70991	52794
1147	71054	52733
1148	71108	52666
1149	71173	52606
1150	71237	52546
1151	71304	52487
1152	71361	52422
1153	71422	52360
1154	71489	52301
1155	71558	52245
1156	71620	52183
1157	71694	52130
1158	71761	52071
1159	71824	52011
1160	71878	51942
1161	71942	51882
1162	71998	51816
1163	72054	51750
1164	72106	51681
1165	72172	51622
1166	72224	51553
1167	72291	51495
1168	72348	51430
1169	72420	51375
1170	72492	51320
1171	72555	51259
1172	72610	51192
1173	72679	51135
1174	72736	51070
1175	72805	51013
1176	72866	50950
1177	72917	50881
1178	72982	50821
1179	73040	50757
1180	73110	50700
1181	73179	50643
1182	73237	50579
1183	73289	50510
1184	73354	50450
1185	73417	50389
1186	73471	50322
1187	73538	50263
1188	73611	50209
1189	73676	50149
1190	73745	50092
1191	73806	50029
1192	73866	49966
1193	73924	49902
1194	73989	49841
1195	74045	49776
1196	74114	49719
1197	74175	49657
1198	74241	49597
1199	74297	49531
1200	74353	49465
1201	74408	49399
1202	74471	49338
1203	74532	49275
1204	74591	49211
1205	74657	49152
1206	74718	49090
1207	74777	49026
1208	74833	48960
1209	74897	48900
1210	74951	48832
1211	75012	48770
1212	75060	48699
1213	75123	48638
1214	75177	48571
1215	75231	48504
1216	75288	48439
1217	75342	48372
1218	75394	48304
1219	75458	48244
1220	75515	48178
1221	75584	48121
1222	75648	48061
1223	75703	47994
1224	75771	47936
1225	75833	47875
1226	75888	47809
1227	75940	47741
1228	76004	47680
1229	76081	47628
1230	76130	47558
1231	76196	47499
1232	76249	47431
1233	76308	47368
1234	76365	47303
1235	76444	47252
1236	76497	47184
1237	76566	47127
1238	76628	47065
1239	76696	47007
1240	76750	46940
1241	76820	46884
1242	76875	46817
1243	76942	46759
1244	77005	46697
1245	77069	46637
1246	77123	46570
1247	77177	46504
1248	77231	46437
1249	77304	46382
1250	77359	46316
1251	77415	46251
1252	77468	46184
1253	77526	46120
1254	77588	46058
1255	77643	45992
1256	77707	45931
1257	77766	45868
1258	77819	45801
1259	77874	45736
1260	77931	45671
1261	77997	45611
1262	78058	45549
1263	78111	45482
1264	78182	45426
1265	78240	45362
1266	78298	45297
1267	78362	45237
1268	78422	45174
1269	78489	45116
1270	78553	45055
1271	78617	44995
1272	78674	44930
1273	78735	44868
1274	78801	44808
1275	78865	44748
1276	78918	44681
1277	78975	44616
1278	79029	44550
1279	79094	44490
1280	79147	44424
1281	79240	44379
1282	79311	44322
1283	79380	44265
1284	79440	44202
1285	79497	44137
1286	79558	44075
1287	79626	44017
1288	79694	43958
1289	79767	43902
1290	79824	43838
1291	79883	43775
1292	79944	43712
1293	80000	43647
1294	80056	43583
1295	80122	43523
1296	80192	43466
1297	80251	43402
1298	80310	43339
1299	80389	43286
1300	80457	43227
1301	80504	43158
1302	80572	43099
1303	80631	43036
1304	80702	42979
1305	80761	42916
1306	80812	42848
1307	80871	42785
1308	80938	42726
1309	80997	42662
1310	81057	42599
1311	81123	42540
1312	81177	42474
1313	81233	42409
1314	81291	42345
1315	81349	42282
1316	81406	42217
1317	81473	42158
1318	81528	42093
1319	81586	42029
1320	81641	41963
1321	81709	41905
1322	81782	41849
1323	81833	41782
1324	81905	41725
1325	81976	41668
1326	82027	41600
1327	82091	41540
1328	82153	41478
1329	82211	41414
1330	82265	41348
1331	82314	41280
1332	82372	41217
1333	82439	41157
1334	82496	41093
1335	82557	41031
1336	82616	40968
1337	82668	40901
1338	82728	40838
1339	82789	40776
1340	82856	40717
1341	82912	40653
1342	82967	40587
1343	83016	40520
1344	83081	40459
1345	83146	40399
1346	83205	40336
1347	83264	40273
1348	83318	40207
1349	83375	40143
1350	83435	40081
1351	83495	40018
1352	83557	39956
1353	83624	39897
1354	83691	39838
1355	83744	39772
1356	83804	39709
1357	83873	39651
1358	83941	39592
1359	83998	39528
1360	84060	39466
1361	84126	39407
1362	84191	39346
1363	84253	39285
1364	84315	39223
1365	84369	39158
1366	84430	39096
1367	84494	39035
1368	84552	38971
1369	84609	38908
1370	84668	38845
1371	84733	38784
1372	84791	38721
1373	84848	38657
1374	84915	38597
1375	84973	38534
1376	85041	38475
1377	85117	38420
1378	85183	38360
1379	85253	38302
1380	85314	38240
1381	85368	38174
1382	85415	38106
1383	85475	38044
1384	85541	37984
1385	85607	37924
1386	85661	37858
1387	85727	37799
1388	85790	37738
1389	85849	37675
1390	85909	37612
1391	85973	37551
1392	86030	37487
1393	86086	37423
1394	86144	37359
1395	86194	37293
1396	86251	37229
1397	86308	37165
1398	86361	37100
1399	86413	37034
1400	86476	36973
1401	86547	36915
1402	86607	36852
1403	86670	36791
1404	86731	36729
1405	86797	36669
1406	86869	36612
1407	86922	36547
1408	86983	36484
1409	87038	36420
1410	87096	36356
1411	87154	36293
1412	87222	36234
1413	87289	36174
1414	87347	36112
1415	87413	36052
1416	87467	35986
1417	87524	35923
1418	87579	35858
1419	87639	35796
1420	87687	35729
1421	87750	35668
1422	87800	35601
1423	87858	35538
1424	87908	35471
1425	87968	35409
1426	88024	35345
1427	88081	35282
1428	88149	35222
1429	88204	35158
1430	88266	35096
1431	88322	35033
1432	88377	34968
1433	88446	34910
1434	88513	34850
1435	88592	34795
1436	88651	34732
1437	88707	34668
1438	88762	34604
1439	88820	34541
1440	88881	34479
1441	88938	34416
1442	88999	34354
1443	89063	34293
1444	89127	34232
1445	89188	34170
1446	89250	34108
1447	89305	34044
1448	89366	33982
1449	89433	33922
1450	89495	33861
1451	89550	33797
1452	89606	33733
1453	89669	33672
1454	89718	33605
1455	89795	33550
1456	89861	33489
1457	89915	33425
1458	89974	33362
1459	90039	33302
1460	90099	33239
1461	90158	33177
1462	90220	33115
1463	90275	33051
1464	90329	32987
1465	90387	32924
1466	90454	32864
1467	90514	32802
1468	90578	32741
1469	90639	32679
1470	90691	32614
1471	90748	32550
1472	90794	32483
1473	90851	32420
1474	90915	32359
1475	90982	32299
1476	91038	32236
1477	91096	32173
1478	91158	32111
1479	91225	32052
1480	91285	31989
1481	91339	31925
1482	91416	31869
1483	91480	31808
1484	91540	31746
1485	91603	31685
1486	91662	31622
1487	91728	31562
1488	91785	31499
1489	91840	31435
1490	91896	31371
1491	91950	31307
1492	92010	31245
1493	92070	31183
1494	92129	31120
1495	92181	31055
1496	92240	30993
1497	92306	30933
1498	92375	30873
1499	92432	30810
1500	92494	30749
1501	92554	30687
1502	92611	30624
1503	92664	30559
1504	92716	30494
1505	92781	30434
1506	92856	30377
1507	92914	30314
1508	92974	30252
1509	93038	30191
1510	93089	30126
1511	93161	30067
1512	93218	30004
1513	93278	29942
1514	93337	29880
1515	93405	29820
1516	93468	29759
1517	93537	29700
1518	93597	29638
1519	93660	29576
1520	93727	29516
1521	93791	29456
1522	93851	29394
1523	93921	29334
1524	93979	29272
1525	94043	29211
1526	94112	29152
1527	94173	29090
1528	94236	29029
1529	94304	28969
1530	94365	28907
1531	94433	28847
1532	94500	28787
1533	94554	28723
1534	94618	28663
1535	94674	28599
1536	94728	28535
1537	94788	28473
1538	94843	28409
1539	94911	28350
1540	94977	28289
1541	95029	28225
1542	95083	28161
1543	95146	28100
1544	95211	28039
1545	95269	27976
1546	95330	27915
1547	95405	27857
1548	95469	27796
1549	95534	27735
1550	95596	27674
1551	95654	27611
1552	95715	27549
1553	95790	27491
1554	95841	27427
1555	95913	27368
1556	95991	27311
1557	96063	27253
1558	96144	27196
1559	96213	27137
1560	96266	27073
1561	96329	27011
1562	96394	26951
1563	96451	26888
1564	96502	26823
1565	96553	26758
1566	96622	26699
1567	96687	26638
1568	96743	26575
1569	96799	26511
1570	96855	26448
1571	96926	26389
1572	97000	26331
1573	97054	26267
1574	97132	26210
1575	97198	26149
1576	97258	26087
1577	97317	26025
1578	97388	25966
1579	97450	25904
1580	97511	25842
1581	97573	25781
1582	97619	25715
1583	97681	25653
1584	97733	25589
1585	97793	25527
1586	97869	25469
1587	97941	25410
1588	98006	25349
1589	98067	25287
1590	98128	25226
1591	98183	25162
1592	98242	25100
1593	98298	25037
1594	98357	24974
1595	98417	24912
1596	98483	24852
1597	98547	24790
1598	98609	24729
1599	98668	24667
1600	98725	24604
1601	98797	24545
1602	98853	24482
1603	98908	24418
1604	98977	24359
1605	99049	24299
1606	99120	24240
1607	99174	24176
1608	99239	24116
1609	99306	24055
1610	99387	23998
1611	99465	23940
1612	99556	23886
1613	99623	23825
1614	99699	23767
1615	99756	23704
1616	99819	23643
1617	99875	23579
1618	99929	23516
1619	99987	23453
1620	100052	23392
1621	100116	23331
1622	100183	23271
1623	100243	23208
1624	100301	23146
1625	100368	23086
1626	100429	23024
1627	100489	22961
1628	100547	22899
1629	100611	22838
1630	100671	22776
1631	100736	22715
1632	100794	22652
1633	100847	22588
1634	100913	22528
1635	100983	22468
1636	101044	22406
1637	101100	22343
1638	101154	22279
1639	101211	22217
1640	101267	22154
1641	101324	22091
1642	101381	22028
1643	101437	21965
1644	101505	21905
1645	101575	21845
1646	101636	21783
1647	101697	21721
1648	101769	21662
1649	101828	21600
1650	101896	21539
1651	101958	21477
1652	102024	21417
1653	102082	21354
1654	102145	21293
1655	102204	21230
1656	102261	21168
1657	102322	21106
1658	102374	21042
1659	102440	20981
1660	102509	20921
1661	102570	20859
1662	102633	20798
1663	102692	20736
1664	102753	20674
1665	102814	20612
