iter	Passed	Remaining
1666	102890	20553
1667	102961	20493
1668	103005	20428
1669	103064	20366
1670	103128	20304
1671	103203	20245
1672	103254	20181
1673	103317	20120
1674	103376	20058
1675	103433	19995
1676	103493	19933
1677	103543	19869
1678	103603	19807
1679	103663	19745
1680	103722	19683
1681	103796	19623
1682	103872	19564
1683	103940	19504
1684	104000	19442
1685	104073	19382
1686	104129	19319
1687	104183	19256
1688	104245	19194
1689	104307	19133
1690	104370	19071
1691	104412	19006
1692	104463	18942
1693	104517	18879
1694	104588	18819
1695	104650	18758
1696	104715	18696
1697	104766	18633
1698	104838	18573
1699	104909	18513
1700	104974	18452
1701	105028	18389
1702	105093	18328
1703	105147	18264
1704	105223	18205
1705	105298	18146
1706	105350	18083
1707	105405	18020
1708	105464	17958
1709	105533	17897
1710	105595	17835
1711	105660	17774
1712	105739	17715
1713	105808	17655
1714	105865	17592
1715	105930	17531
1716	105997	17470
1717	106061	17409
1718	106114	17346
1719	106167	17283
1720	106225	17220
1721	106293	17159
1722	106367	17100
1723	106433	17039
1724	106511	16980
1725	106578	16919
1726	106636	16856
1727	106691	16794
1728	106745	16731
1729	106813	16670
1730	106871	16607
1731	106929	16545
1732	106994	16484
1733	107041	16420
1734	107095	16357
1735	107151	16294
1736	107211	16232
1737	107271	16170
1738	107325	16108
1739	107380	16045
1740	107437	15982
1741	107490	15919
1742	107552	15858
1743	107617	15797
1744	107692	15737
1745	107747	15674
1746	107820	15614
1747	107889	15553
1748	107943	15491
1749	108010	15430
1750	108072	15368
1751	108133	15306
1752	108202	15245
1753	108268	15184
1754	108322	15121
1755	108392	15061
1756	108461	15000
1757	108525	14939
1758	108601	14879
1759	108665	14817
1760	108733	14757
1761	108789	14694
1762	108854	14633
1763	108911	14570
1764	108983	14510
1765	109047	14449
1766	109104	14386
1767	109169	14325
1768	109222	14262
1769	109289	14201
1770	109351	14139
1771	109419	14078
1772	109475	14016
1773	109542	13955
1774	109601	13893
1775	109656	13830
1776	109720	13769
1777	109786	13707
1778	109857	13647
1779	109920	13585
1780	109977	13523
1781	110047	13462
1782	110103	13400
1783	110153	13337
1784	110207	13274
1785	110269	13212
1786	110335	13151
1787	110389	13088
1788	110463	13028
1789	110529	12967
1790	110596	12905
1791	110664	12844
1792	110719	12782
1793	110788	12721
1794	110848	12659
1795	110918	12598
1796	110976	12536
1797	111039	12475
1798	111103	12413
1799	111183	12353
1800	111247	12292
1801	111307	12230
1802	111380	12169
1803	111439	12107
1804	111505	12046
1805	111572	11985
1806	111642	11924
1807	111708	11862
1808	111766	11800
1809	111833	11739
1810	111911	11679
1811	111979	11618
1812	112054	11557
1813	112118	11496
1814	112171	11433
1815	112231	11371
1816	112296	11309
1817	112370	11249
1818	112429	11187
1819	112493	11125
1820	112567	11065
1821	112621	11002
1822	112690	10941
1823	112753	10879
1824	112810	10817
1825	112877	10756
1826	112946	10694
1827	113027	10634
1828	113081	10572
1829	113158	10511
1830	113224	10450
1831	113284	10388
1832	113336	10325
1833	113411	10265
1834	113484	10204
1835	113539	10141
1836	113600	10079
1837	113656	10017
1838	113717	9955
1839	113795	9895
1840	113862	9833
1841	113932	9772
1842	113989	9710
1843	114050	9648
1844	114115	9586
1845	114177	9525
1846	114234	9462
1847	114288	9400
1848	114344	9338
1849	114402	9275
1850	114456	9213
1851	114509	9150
1852	114563	9088
1853	114622	9026
1854	114692	8965
1855	114761	8903
1856	114815	8841
1857	114875	8779
1858	114932	8717
1859	114992	8655
1860	115057	8593
1861	115154	8534
1862	115238	8474
1863	115337	8415
1864	115402	8353
1865	115479	8292
1866	115540	8230
1867	115600	8168
1868	115680	8108
1869	115748	8046
1870	115805	7984
1871	115871	7922
1872	115951	7862
1873	116019	7800
1874	116084	7738
1875	116170	7678
1876	116255	7618
1877	116320	7556
1878	116386	7494
1879	116446	7432
1880	116515	7371
1881	116569	7308
1882	116641	7247
1883	116699	7185
1884	116764	7123
1885	116830	7061
1886	116900	7000
1887	116961	6938
1888	117032	6876
1889	117092	6814
1890	117164	6753
1891	117227	6691
1892	117281	6629
1893	117339	6567
1894	117395	6504
1895	117480	6444
1896	117550	6382
1897	117612	6320
1898	117676	6258
1899	117733	6196
1900	117798	6134
1901	117857	6072
1902	117912	6010
1903	117982	5948
1904	118047	5886
1905	118098	5824
1906	118164	5762
1907	118218	5700
1908	118294	5638
1909	118361	5577
1910	118414	5514
1911	118476	5452
1912	118542	5391
1913	118619	5329
1914	118679	5267
1915	118743	5205
1916	118802	5143
1917	118862	5081
1918	118918	5019
1919	118997	4958
1920	119055	4896
1921	119118	4834
1922	119217	4773
1923	119283	4711
1924	119354	4650
1925	119426	4588
1926	119485	4526
1927	119554	4464
1928	119623	4402
1929	119692	4341
1930	119748	4278
1931	119810	4216
1932	119878	4155
1933	119936	4092
1934	119998	4030
1935	120057	3968
1936	120130	3907
1937	120206	3845
1938	120275	3783
1939	120338	3721
1940	120400	3659
1941	120471	3598
1942	120525	3535
1943	120600	3474
1944	120659	3411
1945	120715	3349
1946	120786	3287
1947	120845	3225
1948	120921	3164
1949	120987	3102
1950	121065	3040
1951	121119	2978
1952	121183	2916
1953	121258	2854
1954	121334	2792
1955	121405	2730
1956	121470	2668
1957	121538	2607
1958	121609	2545
1959	121672	2483
1960	121744	2421
1961	121817	2359
1962	121872	2297
1963	121934	2235
1964	121998	2173
1965	122061	2110
1966	122125	2048
1967	122196	1986
1968	122256	1924
1969	122325	1862
1970	122391	1800
1971	122446	1738
1972	122512	1676
1973	122578	1614
1974	122641	1552
1975	122700	1490
1976	122764	1428
1977	122824	1366
1978	122879	1303
1979	122938	1241
1980	123001	1179
1981	123068	1117
1982	123132	1055
1983	123190	993
1984	123261	931
1985	123319	869
1986	123383	807
1987	123439	745
1988	123504	683
1989	123568	620
1990	123618	558
1991	123680	496
1992	123749	434
1993	123820	372
1994	123887	310
1995	123953	248
1996	124040	186
1997	124108	124
1998	124175	62
1999	124245	0
