iter	RMSE
1665	2262.029115
1666	2261.940737
1667	2261.895168
1668	2261.825807
1669	2261.776314
1670	2261.721208
1671	2261.613586
1672	2261.431491
1673	2261.388375
1674	2261.124128
1675	2261.069198
1676	2260.980327
1677	2260.904406
1678	2260.860442
1679	2260.614887
1680	2260.45549
1681	2260.356127
1682	2260.302476
1683	2260.237262
1684	2260.152329
1685	2260.015832
1686	2259.940522
1687	2259.730678
1688	2259.711866
1689	2259.44199
1690	2259.385296
1691	2259.203208
1692	2259.057693
1693	2258.956694
1694	2258.821791
1695	2258.711768
1696	2258.656382
1697	2258.524158
1698	2258.492385
1699	2258.394034
1700	2258.286937
1701	2258.225973
1702	2258.037631
1703	2257.927437
1704	2257.85454
1705	2257.560764
1706	2257.267927
1707	2257.174688
1708	2257.037099
1709	2256.922406
1710	2256.853516
1711	2256.756313
1712	2256.704634
1713	2256.591896
1714	2256.404196
1715	2256.3915
1716	2256.327744
1717	2256.232868
1718	2256.227373
1719	2256.06609
1720	2256.025318
1721	2255.983563
1722	2255.917995
1723	2255.783731
1724	2255.720359
1725	2255.692629
1726	2255.595427
1727	2255.396619
1728	2255.301767
1729	2255.259525
1730	2255.131621
1731	2255.060762
1732	2254.979742
1733	2254.97087
1734	2254.806788
1735	2254.701955
1736	2254.623819
1737	2254.551384
1738	2254.542134
1739	2254.520897
1740	2254.465522
1741	2254.39453
1742	2254.388347
1743	2254.385615
1744	2254.339154
1745	2254.234399
1746	2254.18756
1747	2254.109679
1748	2253.992144
1749	2253.903461
1750	2253.824263
1751	2253.736788
1752	2253.517928
1753	2253.429325
1754	2253.351366
1755	2253.240857
1756	2253.155324
1757	2253.125947
1758	2253.080231
1759	2253.016569
1760	2252.970452
1761	2252.85413
1762	2252.844178
1763	2252.782207
1764	2252.712357
1765	2252.626974
1766	2252.578442
1767	2252.481843
1768	2252.43004
1769	2252.319737
1770	2252.304365
1771	2252.247503
1772	2252.154424
1773	2252.063107
1774	2251.941069
1775	2251.904173
1776	2251.788753
1777	2251.758172
1778	2251.701603
1779	2251.578386
1780	2251.504228
1781	2251.461478
1782	2251.373646
1783	2251.17897
1784	2251.122805
1785	2250.986337
1786	2250.906269
1787	2250.85329
1788	2250.812856
1789	2250.80625
1790	2250.686928
1791	2250.669832
1792	2250.542574
1793	2250.506735
1794	2250.374069
1795	2250.271985
1796	2250.203622
1797	2250.197179
1798	2250.156959
1799	2250.140677
1800	2250.029885
1801	2249.986186
1802	2249.952743
1803	2249.919577
1804	2249.903141
1805	2249.839936
1806	2249.805638
1807	2249.731362
1808	2249.681583
1809	2249.604613
1810	2249.434533
1811	2249.268143
1812	2249.214398
1813	2249.126388
1814	2249.005123
1815	2248.895918
1816	2248.701314
1817	2248.655775
1818	2248.574805
1819	2248.514891
1820	2248.472467
1821	2248.387032
1822	2248.35947
1823	2248.300549
1824	2248.210914
1825	2248.189018
1826	2248.090639
1827	2247.984708
1828	2247.931325
1829	2247.788377
1830	2247.67881
1831	2247.569019
1832	2247.507416
1833	2247.488636
1834	2247.367013
1835	2247.209007
1836	2247.143106
1837	2247.094705
1838	2247.051841
1839	2247.007815
1840	2246.933591
1841	2246.920763
1842	2246.767963
1843	2246.69102
1844	2246.645588
1845	2246.573759
1846	2246.52954
1847	2246.457955
1848	2246.293608
1849	2245.956632
1850	2245.897793
1851	2245.892742
1852	2245.85949
1853	2245.814805
1854	2245.770924
1855	2245.676164
1856	2245.505055
1857	2245.467047
1858	2245.431448
1859	2245.358507
1860	2245.342908
1861	2245.311954
1862	2245.167325
1863	2245.127821
1864	2245.009281
1865	2244.922474
1866	2244.890373
1867	2244.783611
1868	2244.743433
1869	2244.692583
1870	2244.600037
1871	2244.527983
1872	2244.490013
1873	2244.238043
1874	2244.165333
1875	2244.053236
1876	2244.002746
1877	2243.952132
1878	2243.837112
1879	2243.769201
1880	2243.721178
1881	2243.680725
1882	2243.626978
1883	2243.58259
1884	2243.524107
1885	2243.497524
1886	2243.449818
1887	2243.257041
1888	2243.241682
1889	2243.184474
1890	2243.124943
1891	2243.045001
1892	2243.017749
1893	2243.003715
1894	2242.862293
1895	2242.801335
1896	2242.762547
1897	2242.67312
1898	2242.603888
1899	2242.570331
1900	2242.524123
1901	2242.397073
1902	2242.364621
1903	2242.203951
1904	2242.171944
1905	2242.137983
1906	2241.99677
1907	2241.970601
1908	2241.758981
1909	2241.615629
1910	2241.504685
1911	2241.406744
1912	2241.364604
1913	2241.13988
1914	2241.031805
1915	2240.970214
1916	2240.854799
1917	2240.779155
1918	2240.701074
1919	2240.679461
1920	2240.551975
1921	2240.434853
1922	2240.392049
1923	2240.316708
1924	2240.277383
1925	2240.238443
1926	2240.215029
1927	2240.113501
1928	2240.105308
1929	2240.068766
1930	2239.966438
1931	2239.948611
1932	2239.821078
1933	2239.73298
1934	2239.652406
1935	2239.62813
1936	2239.564078
1937	2239.490805
1938	2239.323176
1939	2239.249101
1940	2239.091591
1941	2238.984953
1942	2238.964389
1943	2238.861378
1944	2238.856152
1945	2238.784244
1946	2238.728683
1947	2238.677765
1948	2238.60175
1949	2238.568484
1950	2238.554572
1951	2238.507709
1952	2238.460362
1953	2238.40888
1954	2238.386944
1955	2238.332641
1956	2238.247277
1957	2238.141292
1958	2238.07996
1959	2238.052253
1960	2237.929418
1961	2237.83026
1962	2237.800433
1963	2237.796558
1964	2237.69343
1965	2237.59259
1966	2237.553928
1967	2237.511157
1968	2237.487017
1969	2237.453131
1970	2237.305106
1971	2237.215094
1972	2237.18649
1973	2237.148144
1974	2236.986357
1975	2236.878505
1976	2236.848822
1977	2236.815312
1978	2236.737474
1979	2236.686638
1980	2236.676564
1981	2236.56665
1982	2236.497361
1983	2236.454582
1984	2236.428748
1985	2236.363512
1986	2236.332784
1987	2236.136767
1988	2236.113704
1989	2236.085753
1990	2236.052138
1991	2235.912113
1992	2235.863029
1993	2235.814422
1994	2235.755033
1995	2235.722293
1996	2235.552263
1997	2235.461419
1998	2235.417975
1999	2235.331572
