iter	RMSE
374	2480.15288
375	2479.920802
376	2479.505643
377	2479.218079
378	2478.910276
379	2478.33136
380	2478.054657
381	2477.445134
382	2476.932465
383	2476.298534
384	2476.182987
385	2476.082088
386	2475.65475
387	2475.590628
388	2474.935197
389	2474.722612
390	2474.123707
391	2473.705974
392	2473.69909
393	2473.236001
394	2472.888445
395	2472.784066
396	2472.559417
397	2472.165527
398	2471.590193
399	2471.34794
400	2471.09907
401	2470.558511
402	2470.291716
403	2469.849125
404	2468.960128
405	2468.628246
406	2467.99273
407	2467.71554
408	2467.257306
409	2466.356798
410	2465.930547
411	2465.604452
412	2465.222795
413	2464.780551
414	2464.338256
415	2464.04962
416	2463.69528
417	2463.204295
418	2462.871909
419	2462.438554
420	2462.128885
421	2461.55805
422	2461.338606
423	2461.12068
424	2460.823329
425	2460.125192
426	2459.780781
427	2459.332223
428	2458.780923
429	2458.440133
430	2458.168967
431	2457.763547
432	2457.459094
433	2457.171594
434	2457.012319
435	2456.777198
436	2456.498323
437	2456.216109
438	2455.853098
439	2455.371089
440	2454.984128
441	2454.793522
442	2454.500101
443	2454.154639
444	2453.838117
445	2453.535101
446	2453.006762
447	2452.615801
448	2452.245754
449	2451.846339
450	2451.603588
451	2451.240351
452	2450.800215
453	2450.304553
454	2450.064242
455	2449.801534
456	2449.616479
457	2448.931575
458	2448.569964
459	2447.999961
460	2447.702591
461	2447.368604
462	2446.841804
463	2446.832715
464	2446.695301
465	2446.35024
466	2445.900638
467	2445.734057
468	2445.589302
469	2445.100281
470	2444.677117
471	2444.480048
472	2444.415119
473	2444.376188
474	2443.954159
475	2443.696987
476	2443.558238
477	2443.170407
478	2442.980477
479	2442.317956
480	2441.721015
481	2441.431693
482	2441.427407
483	2441.138138
484	2440.593775
485	2440.315364
486	2439.965708
487	2439.852261
488	2439.578446
489	2439.356114
490	2438.947733
491	2438.540396
492	2438.308968
493	2438.039712
494	2437.790611
495	2437.67547
496	2437.517882
497	2437.105096
498	2437.085739
499	2436.955086
500	2436.708818
501	2436.370697
502	2436.166412
503	2435.990843
504	2435.356281
505	2435.234634
506	2434.774437
507	2434.332642
508	2434.009481
509	2433.553628
510	2433.241135
511	2432.79294
512	2432.721878
513	2432.181748
514	2431.934184
515	2431.540047
516	2431.236376
517	2430.885684
518	2430.682965
519	2430.293067
520	2429.816237
521	2429.481783
522	2429.369128
523	2428.894443
524	2428.558605
525	2428.492388
526	2428.19107
527	2428.009344
528	2427.757583
529	2427.679786
530	2427.596685
531	2427.420653
532	2426.858707
533	2426.34569
534	2426.266923
535	2425.91012
536	2425.465665
537	2424.898009
538	2424.817378
539	2424.681412
540	2424.605743
541	2424.513968
542	2424.384379
543	2424.366376
544	2424.006642
545	2423.765111
546	2423.341192
547	2422.96832
548	2422.821044
549	2422.818137
550	2422.173467
551	2421.882895
552	2421.766368
553	2421.618986
554	2421.597151
555	2421.319832
556	2421.251479
557	2420.945337
558	2420.452598
559	2420.030438
560	2419.704345
561	2419.36102
562	2419.280098
563	2419.108984
564	2418.773111
565	2418.667756
566	2418.501806
567	2418.498404
568	2418.066925
569	2417.877458
570	2417.587587
571	2417.203046
572	2417.157834
573	2417.011826
574	2417.008881
575	2416.832844
576	2416.515419
577	2416.143952
578	2415.676505
579	2415.263589
580	2415.260506
581	2414.906216
582	2414.801378
583	2414.422631
584	2413.79518
585	2413.569023
586	2413.280331
587	2412.797897
588	2412.220362
589	2411.836296
590	2411.456524
591	2411.125311
592	2410.592169
593	2410.428465
594	2410.175769
595	2409.732753
596	2409.452678
597	2409.355514
598	2408.964133
599	2408.942676
600	2408.653845
601	2408.243906
602	2408.050853
603	2407.845425
604	2407.634982
605	2407.571975
606	2407.285875
607	2407.023939
608	2406.674932
609	2406.613273
610	2406.205485
611	2405.870434
612	2405.651192
613	2405.50798
614	2405.424356
615	2405.26734
616	2404.791615
617	2404.788281
618	2404.466448
619	2404.154049
620	2403.974805
621	2403.749416
622	2403.440589
623	2403.193526
624	2402.920684
625	2402.840926
626	2402.637128
627	2402.634783
628	2402.301844
629	2402.030053
630	2401.904339
631	2401.56363
632	2401.356595
633	2401.183014
634	2400.79926
635	2400.708809
636	2400.624633
637	2400.405532
638	2400.404254
639	2400.210851
640	2400.076158
641	2399.901507
642	2399.355692
643	2399.14469
644	2398.736484
645	2398.499729
646	2398.234716
647	2398.233571
648	2397.827453
649	2397.543285
650	2397.54113
651	2397.243434
652	2397.24009
653	2397.064768
654	2397.028701
655	2396.677996
656	2396.230582
657	2396.227197
658	2396.122476
659	2396.019425
660	2395.91889
661	2395.763489
662	2395.593151
663	2395.39425
664	2395.178212
665	2395.026645
666	2394.65056
667	2394.560057
668	2394.499518
669	2394.311878
670	2393.974452
671	2393.696516
672	2393.453624
673	2393.176932
674	2392.937713
675	2392.786441
676	2392.368094
677	2391.921354
678	2391.668297
679	2391.338045
680	2390.992569
681	2390.833489
682	2390.44802
683	2390.337939
684	2389.892967
685	2389.723611
686	2389.392475
687	2389.254664
688	2389.058862
689	2388.882499
690	2388.737225
691	2388.327396
692	2388.20681
693	2387.906835
694	2387.70269
695	2387.501189
696	2387.148891
697	2386.78977
698	2386.731363
699	2386.715555
700	2386.633946
701	2386.557042
702	2386.405532
703	2386.185329
704	2386.094818
705	2385.967988
706	2385.700282
707	2385.698614
708	2385.460532
709	2385.458917
710	2385.294689
711	2384.977438
712	2384.897912
713	2384.605118
714	2384.293785
715	2384.202348
716	2384.06724
717	2383.905572
718	2383.816991
719	2383.567678
720	2383.387682
721	2383.096158
722	2382.966355
723	2382.769108
724	2382.684685
725	2382.449172
726	2382.203165
727	2382.054453
728	2381.898129
729	2381.722812
730	2381.354164
731	2381.043557
732	2380.720615
733	2380.533059
734	2380.226835
735	2380.129149
736	2379.800215
737	2379.561898
738	2379.15723
739	2379.065362
740	2378.913778
741	2378.906151
742	2378.761335
743	2378.73638
744	2378.537489
745	2378.112712
746	2377.823152
747	2377.571937
748	2377.560884
749	2377.418803
750	2377.417969
751	2377.238879
752	2377.035421
753	2376.87478
754	2376.616418
755	2376.402639
756	2376.23308
757	2376.033013
758	2375.904636
759	2375.625729
760	2375.472761
761	2375.26417
762	2375.15098
763	2375.024631
764	2374.957296
765	2374.807008
766	2374.671945
767	2374.333718
768	2374.135238
769	2374.028588
770	2373.908376
771	2373.758432
772	2373.437051
773	2373.310835
774	2373.164296
775	2373.112165
776	2372.936969
777	2372.619445
778	2372.452878
779	2372.067433
780	2371.720992
781	2371.524428
782	2371.322117
783	2371.029151
784	2371.006941
785	2370.922089
786	2370.817324
787	2370.695052
788	2370.536248
789	2370.377896
790	2370.29482
791	2370.020272
792	2369.912994
793	2369.780854
794	2369.552846
795	2369.523153
796	2369.314222
797	2368.929311
798	2368.570543
799	2368.428091
800	2368.11092
801	2367.918972
802	2367.778526
803	2367.640118
804	2367.511766
805	2367.283299
806	2366.947639
807	2366.867333
808	2366.706262
809	2366.525644
810	2366.396205
811	2366.220454
812	2366.039791
813	2365.983873
814	2365.897212
815	2365.736231
816	2365.629515
817	2365.417263
818	2365.344371
819	2365.149975
820	2365.034467
821	2365.03337
822	2364.903979
823	2364.797163
824	2364.660938
825	2364.530452
826	2364.455179
827	2364.31983
828	2364.179348
829	2364.04174
830	2363.771451
831	2363.673154
832	2363.379619
833	2363.236835
834	2363.186195
835	2362.885382
836	2362.739153
837	2362.563164
838	2362.50024
839	2362.283755
840	2362.18216
841	2362.030172
842	2361.698655
843	2361.598821
844	2361.421285
845	2361.038241
846	2360.821548
847	2360.537008
848	2360.245044
849	2360.041699
850	2359.979986
851	2359.694266
852	2359.615583
853	2359.487573
854	2359.397726
855	2359.123498
856	2359.085214
857	2358.830944
858	2358.64006
859	2358.385273
860	2358.133376
861	2358.045949
862	2357.721186
863	2357.468808
864	2357.251261
865	2357.088887
866	2357.002885
867	2356.844585
868	2356.668202
869	2356.388471
870	2356.279067
871	2356.077978
872	2355.968815
873	2355.768427
874	2355.513017
875	2355.402292
876	2355.297121
877	2354.899568
878	2354.551433
879	2354.245993
880	2353.982567
881	2353.816352
882	2353.213535
883	2352.976783
884	2352.774134
885	2352.432917
886	2352.213004
887	2352.069391
888	2351.976519
889	2351.64872
890	2351.438039
891	2351.172139
892	2351.096322
893	2351.069684
894	2350.8076
895	2350.710527
896	2350.606094
897	2350.411129
898	2350.186569
899	2350.152876
900	2349.998716
901	2349.915102
902	2349.597372
903	2349.510921
904	2349.310145
905	2349.125688
906	2348.93198
907	2348.79333
908	2348.518542
909	2348.389789
910	2348.046767
911	2347.904615
912	2347.723228
913	2347.610271
914	2347.466763
915	2347.207902
916	2347.034074
917	2347.005867
918	2346.873377
919	2346.872986
920	2346.688122
921	2346.567131
922	2346.497985
923	2346.443001
924	2346.311267
925	2346.231986
926	2346.044949
927	2345.873259
928	2345.779162
929	2345.700361
930	2345.525848
931	2345.42761
932	2345.332953
933	2345.255913
934	2345.149029
935	2344.922001
936	2344.662102
937	2344.446924
938	2344.290193
939	2344.112458
940	2343.817196
941	2343.740241
942	2343.635982
943	2343.579104
944	2343.445247
945	2343.2789
946	2343.128975
947	2342.854165
948	2342.673317
949	2342.512252
950	2342.330766
951	2342.177629
952	2341.938483
953	2341.795844
954	2341.738526
955	2341.693177
956	2341.357811
957	2341.261907
958	2341.12719
959	2340.973315
960	2340.78578
961	2340.732025
962	2340.589505
963	2340.518839
964	2340.306152
965	2340.266192
966	2340.144719
967	2339.896958
968	2339.673365
969	2339.633172
970	2339.462476
971	2339.403431
972	2339.324912
973	2339.155105
974	2338.972827
975	2338.875865
976	2338.708243
977	2338.41528
978	2338.333351
979	2338.182614
980	2337.989126
981	2337.899651
982	2337.787831
983	2337.684023
984	2337.220373
985	2336.902181
986	2336.789145
987	2336.712558
988	2336.57
989	2336.485219
990	2336.357219
991	2336.309332
992	2336.163302
993	2336.037115
994	2335.940093
995	2335.688804
996	2335.571573
997	2335.425776
998	2335.388599
999	2335.151157
1000	2334.841334
1001	2334.774036
1002	2334.68008
1003	2334.476285
1004	2334.444944
1005	2334.319111
1006	2334.13896
1007	2333.662946
1008	2333.550125
1009	2333.450171
1010	2333.331508
1011	2333.133691
1012	2333.071564
1013	2332.954428
1014	2332.79482
1015	2332.679641
1016	2332.537085
1017	2332.335043
1018	2332.238061
1019	2331.776479
1020	2331.635598
1021	2331.601923
1022	2331.574786
1023	2331.377849
1024	2331.312805
1025	2331.100311
1026	2331.020292
1027	2330.817581
1028	2330.695401
1029	2330.504805
1030	2330.420376
1031	2330.341608
1032	2330.259316
1033	2330.060835
1034	2329.949762
1035	2329.890285
1036	2329.775946
1037	2329.548632
1038	2329.453083
1039	2329.254096
1040	2329.119013
1041	2328.937394
1042	2328.840234
1043	2328.676236
1044	2328.520359
1045	2328.270345
1046	2328.154184
1047	2327.950159
1048	2327.625298
1049	2327.546108
1050	2327.459819
1051	2327.386336
1052	2327.276664
1053	2327.126178
1054	2326.848063
1055	2326.786428
1056	2326.625984
1057	2326.517679
1058	2326.474625
1059	2326.420424
1060	2326.347053
1061	2326.259179
1062	2326.149895
1063	2326.018858
1064	2325.961314
1065	2325.889474
1066	2325.889163
1067	2325.774043
1068	2325.600568
1069	2325.512733
1070	2325.381074
1071	2325.274882
1072	2325.192377
1073	2325.07397
1074	2325.003016
1075	2324.851379
1076	2324.703858
1077	2324.676523
1078	2324.49082
1079	2324.446168
1080	2324.319442
1081	2324.215359
1082	2324.016888
1083	2323.895522
1084	2323.368573
1085	2323.284314
1086	2323.135788
1087	2322.978987
1088	2322.930491
1089	2322.839434
1090	2322.614706
1091	2322.574994
1092	2322.431091
1093	2322.327131
1094	2322.235406
1095	2322.069789
1096	2321.951716
1097	2321.888484
1098	2321.737608
1099	2321.528138
1100	2321.392176
1101	2321.189413
1102	2321.090768
1103	2321.018477
1104	2320.944156
1105	2320.755308
1106	2320.712131
1107	2320.596741
1108	2320.419027
1109	2320.389674
1110	2320.303677
1111	2319.979675
1112	2319.754847
1113	2319.709401
1114	2319.709124
1115	2319.568934
1116	2319.412177
1117	2319.387313
1118	2319.358224
1119	2319.2229
1120	2319.043867
1121	2318.896176
1122	2318.864829
1123	2318.600899
1124	2318.530094
1125	2318.355556
1126	2318.271677
1127	2318.179277
1128	2318.104393
1129	2318.040616
1130	2317.934924
1131	2317.868042
1132	2317.740642
1133	2317.656975
1134	2317.470122
1135	2317.236321
1136	2317.177097
1137	2317.027062
1138	2316.807678
1139	2316.400198
1140	2316.346293
1141	2316.190662
1142	2316.149102
1143	2315.80161
1144	2315.732711
1145	2315.600449
1146	2315.53521
1147	2315.452808
1148	2315.3597
1149	2315.265216
1150	2315.044966
1151	2314.844293
1152	2314.775184
1153	2314.742909
1154	2314.56037
1155	2314.431415
1156	2314.057863
1157	2313.946388
1158	2313.895684
1159	2313.691061
1160	2313.351998
1161	2313.318139
1162	2312.949943
1163	2312.847129
1164	2312.738471
1165	2312.569016
1166	2312.490321
1167	2312.469015
1168	2312.405597
1169	2312.293615
1170	2312.075545
1171	2312.008406
1172	2311.923434
1173	2311.904356
1174	2311.840736
1175	2311.679275
1176	2311.481935
1177	2311.356125
1178	2311.281863
1179	2311.153443
1180	2311.055532
1181	2310.950886
1182	2310.807915
1183	2310.789946
1184	2310.675809
1185	2310.583765
1186	2310.450054
1187	2310.3433
1188	2310.206841
1189	2310.150611
1190	2309.926295
1191	2309.900965
1192	2309.895469
1193	2309.562638
1194	2309.469332
1195	2309.394789
1196	2309.336002
1197	2309.144673
1198	2309.053162
1199	2308.828828
1200	2308.411801
1201	2308.273754
1202	2308.208827
1203	2308.052486
1204	2307.830953
1205	2307.684568
1206	2307.594224
1207	2307.382306
1208	2306.971467
1209	2306.738629
1210	2306.612721
1211	2306.430272
1212	2306.29082
1213	2306.222754
1214	2306.070853
1215	2305.966912
1216	2305.852661
1217	2305.708183
1218	2305.645696
1219	2305.583763
1220	2305.472093
1221	2305.376542
1222	2305.326353
1223	2305.152935
1224	2305.085952
1225	2304.933832
1226	2304.859259
1227	2304.686218
1228	2304.536352
1229	2304.412916
1230	2304.231353
1231	2304.200144
1232	2303.965623
1233	2303.888133
1234	2303.804306
1235	2303.792275
1236	2303.670931
1237	2303.625934
1238	2303.527023
1239	2303.483552
1240	2303.463019
1241	2303.425088
1242	2303.360477
1243	2303.208386
1244	2303.179035
1245	2303.017298
1246	2302.825797
1247	2302.623052
1248	2302.556861
1249	2302.522517
1250	2302.328961
1251	2301.945736
1252	2301.804943
1253	2301.623538
1254	2301.592577
1255	2301.424202
1256	2301.296439
1257	2301.087543
1258	2300.89093
1259	2300.724381
1260	2300.55543
1261	2300.553632
1262	2300.280862
1263	2300.235962
1264	2300.196728
1265	2300.058027
1266	2299.925844
1267	2299.760375
1268	2299.620015
1269	2299.590884
1270	2299.374486
1271	2299.302242
1272	2299.097946
1273	2299.030202
1274	2298.912739
1275	2298.889557
1276	2298.865713
1277	2298.748821
1278	2298.602127
1279	2298.439248
1280	2298.381333
1281	2298.169737
1282	2298.1203
1283	2298.054508
1284	2298.019749
1285	2297.833523
1286	2297.797993
1287	2297.757457
1288	2297.698578
1289	2297.661315
1290	2297.584848
1291	2297.554215
1292	2297.428354
1293	2297.285091
1294	2297.11421
1295	2296.972013
1296	2296.884127
1297	2296.670072
1298	2296.636733
1299	2296.567892
1300	2296.453576
1301	2296.44641
1302	2296.345268
1303	2296.220347
1304	2296.118372
1305	2296.046598
1306	2295.972596
1307	2295.955724
1308	2295.822283
1309	2295.668648
1310	2295.638808
1311	2295.635156
1312	2295.318577
1313	2295.252849
1314	2295.185919
1315	2295.095734
1316	2294.963686
1317	2294.881688
1318	2294.827044
1319	2294.622747
1320	2294.494342
1321	2294.435895
1322	2294.392913
1323	2294.265743
1324	2294.148947
1325	2294.072034
1326	2294.005
1327	2293.849109
1328	2293.712309
1329	2293.527529
1330	2293.368442
1331	2293.225641
1332	2293.096374
1333	2292.957054
1334	2292.735612
1335	2292.621559
1336	2292.451189
1337	2292.232745
1338	2292.082029
1339	2292.051429
1340	2291.918189
1341	2291.788474
1342	2291.775404
1343	2291.722354
1344	2291.547775
1345	2291.463383
1346	2291.356875
1347	2291.335046
1348	2291.236921
1349	2291.111212
1350	2290.963735
1351	2290.910098
1352	2290.842279
1353	2290.742908
1354	2290.707468
1355	2290.559781
1356	2290.445194
1357	2290.401898
1358	2290.347334
1359	2290.272346
1360	2290.238245
1361	2290.096929
1362	2289.976857
1363	2289.923815
1364	2289.859856
1365	2289.727112
1366	2289.596723
1367	2289.38668
1368	2289.218929
1369	2289.141263
1370	2289.085111
1371	2289.010042
1372	2288.941256
1373	2288.899611
1374	2288.877017
1375	2288.788245
1376	2288.618265
1377	2288.555249
1378	2288.475081
1379	2288.341075
1380	2288.233342
1381	2288.107328
1382	2288.101013
1383	2288.040806
1384	2287.820871
1385	2287.665201
1386	2287.483451
1387	2287.370548
1388	2287.214289
1389	2287.118869
1390	2287.021365
1391	2286.991793
1392	2286.876199
1393	2286.75367
1394	2286.51502
1395	2286.46716
1396	2286.408045
1397	2286.290068
1398	2286.155426
1399	2286.062846
1400	2285.860101
1401	2285.749605
1402	2285.68805
1403	2285.50531
1404	2285.358958
1405	2285.324146
1406	2285.258527
1407	2285.088667
1408	2284.996076
1409	2284.840798
1410	2284.706446
1411	2284.606371
1412	2284.597495
1413	2284.5156
1414	2284.394996
1415	2284.255555
1416	2283.999127
1417	2283.905542
1418	2283.805805
1419	2283.647238
1420	2283.545025
1421	2283.504497
1422	2283.488906
1423	2283.385644
1424	2283.326922
1425	2283.287841
1426	2283.031395
1427	2282.975008
1428	2282.808514
1429	2282.739162
1430	2282.610426
1431	2282.591506
1432	2282.564083
1433	2282.460729
1434	2282.334458
1435	2282.090234
1436	2282.070898
1437	2281.967533
1438	2281.890781
1439	2281.847601
1440	2281.793947
1441	2281.722094
1442	2281.65773
1443	2281.494837
1444	2281.436453
1445	2281.309182
1446	2281.252773
1447	2281.111359
1448	2281.056912
1449	2280.98452
1450	2280.933585
1451	2280.799756
1452	2280.722583
1453	2280.69669
1454	2280.544347
1455	2280.536543
1456	2280.490286
1457	2280.327846
1458	2280.254861
1459	2280.143015
1460	2280.133142
1461	2280.048324
1462	2280.040278
1463	2279.955816
1464	2279.825682
1465	2279.738877
1466	2279.715258
1467	2279.6841
1468	2279.497316
1469	2279.484299
1470	2279.434388
1471	2279.184563
1472	2279.022731
1473	2278.759082
1474	2278.680307
1475	2278.569648
1476	2278.452613
1477	2278.380137
1478	2278.217539
1479	2278.173878
1480	2278.157319
1481	2278.08253
1482	2278.024344
1483	2277.856598
1484	2277.705228
1485	2277.664876
1486	2277.592159
1487	2277.499864
1488	2277.37634
1489	2277.19215
1490	2277.093649
1491	2276.88046
1492	2276.853036
1493	2276.810245
1494	2276.757015
1495	2276.712907
1496	2276.645388
1497	2276.607928
1498	2276.528395
1499	2276.390422
1500	2276.366519
1501	2276.333769
1502	2276.214079
1503	2276.125667
1504	2275.926245
1505	2275.793203
1506	2275.783655
1507	2275.728402
1508	2275.599351
1509	2275.474597
1510	2275.451796
1511	2275.337234
1512	2275.140729
1513	2275.088726
1514	2275.037013
1515	2274.867563
1516	2274.808167
1517	2274.799507
1518	2274.69089
1519	2274.605328
1520	2274.447878
1521	2274.338861
1522	2274.232937
1523	2274.17873
1524	2274.145393
1525	2274.095242
1526	2273.938632
1527	2273.738094
1528	2273.660051
1529	2273.615679
1530	2273.508538
1531	2273.405976
1532	2273.326459
1533	2273.150259
1534	2273.085374
1535	2273.019774
1536	2272.952847
1537	2272.933405
1538	2272.844681
1539	2272.576052
1540	2272.370948
1541	2272.207391
1542	2272.084155
1543	2272.029386
1544	2272.019093
1545	2271.913619
1546	2271.890946
1547	2271.851151
1548	2271.758492
1549	2271.634985
1550	2271.582884
1551	2271.554548
1552	2271.52118
1553	2271.499915
1554	2271.356235
1555	2271.293612
1556	2271.250642
1557	2271.097665
1558	2271.06813
1559	2271.030932
1560	2270.89966
1561	2270.824825
1562	2270.772972
1563	2270.694374
1564	2270.449242
1565	2270.321329
1566	2270.318769
1567	2270.195074
1568	2270.140501
1569	2270.057626
1570	2270.002217
1571	2269.966774
1572	2269.928936
1573	2269.840858
1574	2269.747157
1575	2269.682396
1576	2269.654988
1577	2269.51425
1578	2269.475058
1579	2269.291755
1580	2269.209485
1581	2269.202145
1582	2269.029308
1583	2268.995697
1584	2268.959189
1585	2268.931029
1586	2268.882909
1587	2268.744541
1588	2268.69488
1589	2268.623892
1590	2268.580563
1591	2268.419454
1592	2268.203734
1593	2268.127139
1594	2267.997328
1595	2267.936907
1596	2267.796837
1597	2267.629186
1598	2267.557722
1599	2267.421203
1600	2267.336048
1601	2267.328011
1602	2267.221842
1603	2267.160962
1604	2267.100609
1605	2267.073575
1606	2266.977807
1607	2266.901027
1608	2266.751868
1609	2266.688683
1610	2266.664943
1611	2266.602828
1612	2266.513931
1613	2266.466453
1614	2266.406329
1615	2266.291143
1616	2266.211439
1617	2266.081978
1618	2265.891995
1619	2265.694025
1620	2265.673192
1621	2265.601933
1622	2265.547658
1623	2265.461555
1624	2265.313492
1625	2265.269928
1626	2265.193756
1627	2265.100014
1628	2265.018415
1629	2264.964924
1630	2264.915079
1631	2264.772559
1632	2264.688228
1633	2264.367617
1634	2264.311147
1635	2264.250419
1636	2264.180624
1637	2264.096205
1638	2263.983302
1639	2263.947203
1640	2263.927645
1641	2263.86031
1642	2263.779707
1643	2263.75229
1644	2263.636574
1645	2263.619749
1646	2263.506535
1647	2263.338326
1648	2263.197661
1649	2263.099601
1650	2263.019357
1651	2262.985147
1652	2262.88099
1653	2262.837717
1654	2262.792098
1655	2262.590985
1656	2262.55501
1657	2262.42193
1658	2262.410315
1659	2262.405819
1660	2262.327021
1661	2262.301667
1662	2262.159111
1663	2262.130889
1664	2262.071575
